"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"4170","MMB039","SPEI",1997-06-07,"MMB",2,70.7,43.2,NA,NA,NA,NA,NA,"1997"
"4171","MMB039","SPEI",1997-06-07,"MMB",3,69.7,42.6,NA,NA,NA,NA,NA,"1997"
"4172","MMB039","SPEI",1997-06-07,"MMB",4,67.2,42.7,NA,NA,NA,NA,NA,"1997"
"4173","MMB038","COEI",1997-06-07,"MMB",1,75.7,48.8,NA,NA,NA,NA,NA,"1997"
"4174","MMB038","COEI",1997-06-07,"MMB",2,75.1,50.4,NA,NA,NA,NA,NA,"1997"
"4175","MMB038","COEI",1997-06-07,"MMB",3,74.9,49.7,NA,NA,NA,NA,NA,"1997"
"4176","MMB038","COEI",1997-06-07,"MMB",4,76.5,50.6,NA,NA,NA,NA,NA,"1997"
"4177","MMB038","COEI",1997-06-07,"MMB",5,74,48.5,NA,NA,NA,NA,NA,"1997"
"4178","TLM095","SPEI",1997-06-07,"TLM",1,60.7,42.6,NA,NA,NA,NA,NA,"1997"
"4179","TLM095","SPEI",1997-06-07,"TLM",2,66.6,44.8,NA,NA,NA,NA,NA,"1997"
"4180","TLM095","SPEI",1997-06-07,"TLM",3,70.5,44.4,NA,NA,NA,NA,NA,"1997"
"4181","WSK001","SPEI",1997-06-08,"TLM",1,69.8,43.8,NA,NA,NA,NA,NA,"1997"
"4182","WSK001","SPEI",1997-06-08,"TLM",2,69.5,44,NA,NA,NA,NA,NA,"1997"
"4183","WSK001","SPEI",1997-06-08,"TLM",3,64,44,NA,NA,NA,NA,NA,"1997"
"4184","WSK001","SPEI",1997-06-08,"TLM",4,71.2,44.6,NA,NA,NA,NA,NA,"1997"
"4185","TLM075","COEI",1997-06-08,"TLM",5,70.2,48.8,NA,NA,NA,NA,NA,"1997"
"4186","TLM075","COEI",1997-06-08,"TLM",6,68.1,48.8,NA,NA,NA,NA,NA,"1997"
"4187","EFS048","SPEI",1997-06-09,"EFS",5,66.8,44.9,NA,NA,NA,NA,NA,"1997"
"4188","TLM097","COEI",1997-06-09,"TLM",1,76.1,49.4,NA,NA,NA,NA,NA,"1997"
"4189","TLM097","COEI",1997-06-09,"TLM",2,71.4,50.9,NA,NA,NA,NA,NA,"1997"
"4190","TLM097","COEI",1997-06-09,"TLM",3,73.5,51.9,NA,NA,NA,NA,NA,"1997"
"4191","TLM097","COEI",1997-06-09,"TLM",4,70.7,73.3,NA,NA,NA,NA,NA,"1997"
"4192","TLM097","COEI",1997-06-09,"TLM",5,73.3,48.9,NA,NA,NA,NA,NA,"1997"
"4193","TLM096","COEI",1997-06-09,"TLM",1,74.6,49.4,NA,NA,NA,NA,NA,"1997"
"4194","TLM096","COEI",1997-06-09,"TLM",2,70.8,49,NA,NA,NA,NA,NA,"1997"
"4195","TLM096","COEI",1997-06-09,"TLM",3,75.2,48.6,NA,NA,NA,NA,NA,"1997"
"4196","TLM096","COEI",1997-06-09,"TLM",4,75.2,48.7,NA,NA,NA,NA,NA,"1997"
"4197","TLM096","COEI",1997-06-09,"TLM",5,74.2,48.8,NA,NA,NA,NA,NA,"1997"
"4198","EFS053","COEI",1997-06-10,"MMB",6,73.5,49.5,NA,NA,NA,NA,NA,"1997"
"4199","TLM085","SPEI",1997-06-10,"MMB",5,64.8,43.8,NA,NA,NA,NA,NA,"1997"
"4200","MMB040","SPEI",1997-06-11,"EFS",1,66.3,46.5,NA,NA,NA,NA,NA,"1997"
"4201","MMB040","SPEI",1997-06-11,"EFS",2,69.3,45.7,NA,NA,NA,NA,NA,"1997"
"4202","MMB040","SPEI",1997-06-11,"EFS",3,69.4,46,NA,NA,NA,NA,NA,"1997"
"4203","MMB040","SPEI",1997-06-11,"EFS",4,70.1,46.1,NA,NA,NA,NA,NA,"1997"
"4204","MMB040","SPEI",1997-06-11,"EFS",5,70.9,46.2,NA,NA,NA,NA,NA,"1997"
"4205","TLM090","SPEI",1997-06-11,"MMB",3,71,42,NA,NA,NA,NA,NA,"1997"
"4206","TLM090","SPEI",1997-06-11,"MMB",4,70.1,42.2,NA,NA,NA,NA,NA,"1997"
"4207","TLM098","COEI",1997-06-11,"TLM",1,74,50.6,NA,NA,NA,NA,NA,"1997"
"4208","TLM098","COEI",1997-06-11,"TLM",2,74.9,50.8,NA,NA,NA,NA,NA,"1997"
"4209","TLM098","COEI",1997-06-11,"TLM",3,74.8,50.9,NA,NA,NA,NA,NA,"1997"
"4210","TLM098","COEI",1997-06-11,"TLM",4,72.8,51.2,NA,NA,NA,NA,NA,"1997"
"4211","TLM098","COEI",1997-06-11,"TLM",5,75.6,51.1,NA,NA,NA,NA,NA,"1997"
"4212","MMB017","COEI",1997-06-12,"TLM",5,75.5,47.9,NA,NA,NA,NA,NA,"1997"
"4213","TLM099","SPEI",1997-06-12,"TLM",1,73.3,48.8,NA,NA,NA,NA,NA,"1997"
"4214","TLM099","SPEI",1997-06-12,"TLM",2,75.4,49.5,NA,NA,NA,NA,NA,"1997"
"4215","TLM099","SPEI",1997-06-12,"TLM",3,74.7,49.1,NA,NA,NA,NA,NA,"1997"
"4216","EFS055","COEI",1997-06-12,"TLM",3,72.5,50.6,NA,NA,NA,NA,NA,"1997"
"4217","EFS055","COEI",1997-06-12,"TLM",4,74.4,49.8,NA,NA,NA,NA,NA,"1997"
"4218","EFS055","COEI",1997-06-12,"TLM",5,68.7,49.4,NA,NA,NA,NA,NA,"1997"
"4219","GJH057","SPEI",1997-06-12,"TLM",4,68.1,43.5,NA,NA,NA,NA,NA,"1997"
"4220","MMB037","COEI",1997-06-13,"GJH",5,72.8,46.9,NA,NA,NA,NA,NA,"1997"
"4221","EFS060","COEI",1997-06-14,"EFS",1,73.4,48.8,NA,NA,NA,NA,NA,"1997"
"4222","EFS060","COEI",1997-06-14,"EFS",2,75.3,50.8,NA,NA,NA,NA,NA,"1997"
"4223","EFS060","COEI",1997-06-14,"EFS",3,75.1,50,NA,NA,NA,NA,NA,"1997"
"4224","EFS060","COEI",1997-06-14,"EFS",4,74.1,49.4,NA,NA,NA,NA,NA,"1997"
"4225","EFS060","COEI",1997-06-14,"EFS",5,74.6,50.3,NA,NA,NA,NA,NA,"1997"
"4226","EFS060","COEI",1997-06-14,"EFS",6,74.8,51.5,NA,NA,NA,NA,NA,"1997"
"4227","TLM100","SPEI",1997-06-15,"TLM",1,69.6,44.8,NA,NA,NA,NA,NA,"1997"
"4228","TLM100","SPEI",1997-06-15,"TLM",2,65.5,44,NA,NA,NA,NA,NA,"1997"
"4229","TLM100","SPEI",1997-06-15,"TLM",3,68,44.2,NA,NA,NA,NA,NA,"1997"
"4230","TLM100","SPEI",1997-06-15,"TLM",4,67.3,44.2,NA,NA,NA,NA,NA,"1997"
"4231","TLM100","SPEI",1997-06-15,"TLM",5,68.8,45,NA,NA,NA,NA,NA,"1997"
"4232","EFS061","SPEI",1997-06-15,"EFS",1,63.3,45.8,NA,NA,NA,NA,NA,"1997"
"4233","EFS061","SPEI",1997-06-15,"EFS",2,66.1,44.7,NA,NA,NA,NA,NA,"1997"
"4234","EFS061","SPEI",1997-06-15,"EFS",3,64.6,45.5,NA,NA,NA,NA,NA,"1997"
"4235","EFS061","SPEI",1997-06-15,"EFS",4,65.7,43.3,NA,NA,NA,NA,NA,"1997"
"4236","EFS061","SPEI",1997-06-15,"EFS",5,64,45.4,NA,NA,NA,NA,NA,"1997"
"4237","MMB041","SPEI",1997-06-16,"MMB",1,69.4,45.3,NA,NA,NA,NA,NA,"1997"
"4238","MMB041","SPEI",1997-06-16,"MMB",2,70.5,44.1,NA,NA,NA,NA,NA,"1997"
"4239","MMB041","SPEI",1997-06-16,"MMB",3,72,44.1,NA,NA,NA,NA,NA,"1997"
"4240","MMB041","SPEI",1997-06-16,"MMB",4,68.9,44.5,NA,NA,NA,NA,NA,"1997"
"4241","MMB041","SPEI",1997-06-16,"MMB",5,78.1,55.1,NA,NA,NA,NA,NA,"1997"
"4242","GJH063","COEI",1997-06-16,"GJH",1,74.8,50.7,NA,NA,NA,NA,NA,"1997"
"4243","GJH063","COEI",1997-06-16,"GJH",2,74.6,50,NA,NA,NA,NA,NA,"1997"
"4244","GJH063","COEI",1997-06-16,"GJH",3,71.3,50.6,NA,NA,NA,NA,NA,"1997"
"4245","GJH063","COEI",1997-06-16,"GJH",4,74.4,48.9,NA,NA,NA,NA,NA,"1997"
"4246","GJH063","COEI",1997-06-16,"GJH",5,75.2,50.1,NA,NA,NA,NA,NA,"1997"
"4247","MMB042","SPEI",1997-06-21,"MMB",1,79.4,45.4,NA,NA,NA,NA,NA,"1997"
"4248","MMB042","SPEI",1997-06-21,"MMB",2,65.5,46.1,NA,NA,NA,NA,NA,"1997"
"4249","MMB042","SPEI",1997-06-21,"MMB",3,68.3,45.9,NA,NA,NA,NA,NA,"1997"
"4250","MMB042","SPEI",1997-06-21,"MMB",4,68.1,45.9,NA,NA,NA,NA,NA,"1997"
"4251","EFS066","COEI",1997-06-27,"TLM",1,70.3,47.9,NA,NA,NA,NA,NA,"1997"
"4252","EFS066","COEI",1997-06-27,"TLM",2,67.6,48.8,NA,NA,NA,NA,NA,"1997"
"4253","EFS066","COEI",1997-06-27,"TLM",3,71.1,47.3,NA,NA,NA,NA,NA,"1997"
"4254","EFS066","COEI",1997-06-27,"TLM",4,69,48.1,NA,NA,NA,NA,NA,"1997"
"4255","MMB013","SPEI",1997-05-28,"MMB",1,75.7,48.8,NA,NA,NA,NA,NA,"1997"
"4256","MMB013","SPEI",1997-05-28,"MMB",2,77.4,49,NA,NA,NA,NA,NA,"1997"
"4257","MMB013","SPEI",1997-05-28,"MMB",3,72.2,49.5,NA,NA,NA,NA,NA,"1997"
"4258","MMB013","SPEI",1997-05-28,"MMB",4,78.4,48,NA,NA,NA,NA,NA,"1997"
"4259","DAM001","SPEI",1998-06-24,"TLM",1,73.6,46,NA,NA,NA,NA,NA,"1998"
"4260","DAM001","SPEI",1998-06-24,"TLM",2,72.1,46.2,NA,NA,NA,NA,NA,"1998"
"4261","DAM001","SPEI",1998-06-24,"TLM",3,68.2,44.7,NA,NA,NA,NA,NA,"1998"
"4262","DAM001","SPEI",1998-06-24,"TLM",4,70.7,45.5,NA,NA,NA,NA,NA,"1998"
"4263","GJH001","SPEI",1998-06-18,"TLM",1,67.1,44.5,NA,NA,NA,NA,NA,"1998"
"4264","GJH001","SPEI",1998-06-18,"TLM",2,64.5,47.2,NA,NA,NA,NA,NA,"1998"
"4265","GJH001","SPEI",1998-06-18,"TLM",3,64.5,45.7,NA,NA,NA,NA,NA,"1998"
"4266","GJH001","SPEI",1998-06-18,"TLM",4,64.2,46.6,NA,NA,NA,NA,NA,"1998"
"4267","GJH003","SPEI",1998-06-26,"KLW",1,67.1,47.5,NA,NA,NA,NA,NA,"1998"
"4268","GJH003","SPEI",1998-06-26,"KLW",2,66.5,46.9,NA,NA,NA,NA,NA,"1998"
"4269","GJH003","SPEI",1998-06-26,"KLW",3,66.1,45.6,NA,NA,NA,NA,NA,"1998"
"4270","GJH003","SPEI",1998-06-26,"KLW",4,66.9,45.7,NA,NA,NA,NA,NA,"1998"
"4271","KLW002","SPEI",1998-05-29,"KLW",1,65.9,45.2,NA,NA,NA,NA,NA,"1998"
"4272","KLW002","SPEI",1998-05-29,"KLW",2,65.9,45.2,NA,NA,NA,NA,NA,"1998"
"4273","KLW002","SPEI",1998-05-29,"KLW",3,65.1,44.6,NA,NA,NA,NA,NA,"1998"
"4274","KLW007","SPEI",1998-06-03,"KLW",1,68.5,45,NA,NA,NA,NA,NA,"1998"
"4275","KLW007","SPEI",1998-06-03,"KLW",2,62.3,47.1,NA,NA,NA,NA,NA,"1998"
"4276","KLW007","SPEI",1998-06-03,"KLW",3,67.1,45.6,NA,NA,NA,NA,NA,"1998"
"4277","KLW007","SPEI",1998-06-03,"KLW",4,69.5,46.5,NA,NA,NA,NA,NA,"1998"
"4278","KLW007","SPEI",1998-06-03,"KLW",5,69.5,46.5,NA,NA,NA,NA,NA,"1998"
"4279","KLW007","SPEI",1998-06-03,"KLW",6,67,46.9,NA,NA,NA,NA,NA,"1998"
"4280","KLW010","SPEI",1998-06-04,"KLW",1,74.6,47.6,NA,NA,NA,NA,NA,"1998"
"4281","KLW010","SPEI",1998-06-04,"KLW",2,71.6,47.9,NA,NA,NA,NA,NA,"1998"
"4282","KLW010","SPEI",1998-06-04,"KLW",3,74.7,47,NA,NA,NA,NA,NA,"1998"
"4283","KLW010","SPEI",1998-06-04,"KLW",4,72.7,48,NA,NA,NA,NA,NA,"1998"
"4284","KLW010","SPEI",1998-06-04,"KLW",5,71.7,48.1,NA,NA,NA,NA,NA,"1998"
"4285","KLW010","SPEI",1998-06-04,"KLW",6,72.7,48.3,NA,NA,NA,NA,NA,"1998"
"4286","KLW012","SPEI",1998-06-05,"KLW",1,70.6,45.8,NA,NA,NA,NA,NA,"1998"
"4287","KLW012","SPEI",1998-06-05,"KLW",2,66.6,46.4,NA,NA,NA,NA,NA,"1998"
"4288","KLW012","SPEI",1998-06-05,"KLW",3,69.2,45,NA,NA,NA,NA,NA,"1998"
"4289","KLW013","SPEI",1998-06-05,"KLW",1,65.3,44.2,NA,NA,NA,NA,NA,"1998"
"4290","KLW013","SPEI",1998-06-05,"KLW",2,67.1,44.3,NA,NA,NA,NA,NA,"1998"
"4291","KLW013","SPEI",1998-06-05,"KLW",3,65.2,45.6,NA,NA,NA,NA,NA,"1998"
"4292","KLW013","SPEI",1998-06-14,"KLW",4,68.4,44.7,NA,NA,NA,NA,NA,"1998"
"4293","KLW013","SPEI",1998-06-14,"KLW",5,68,44.5,NA,NA,NA,NA,NA,"1998"
"4294","KLW014","SPEI",1998-06-05,"KLW",1,66,45,NA,NA,NA,NA,NA,"1998"
"4295","KLW014","SPEI",1998-06-05,"KLW",2,65.8,46.5,NA,NA,NA,NA,NA,"1998"
"4296","KLW014","SPEI",1998-06-05,"KLW",3,64.2,44.6,NA,NA,NA,NA,NA,"1998"
"4297","KLW014","SPEI",1998-06-05,"KLW",4,64.4,45.9,NA,NA,NA,NA,NA,"1998"
"4298","KLW014","SPEI",1998-06-05,"KLW",5,65.8,45.5,NA,NA,NA,NA,NA,"1998"
"4299","KLW017","SPEI",1998-06-16,"KLW",1,71.7,44.7,NA,NA,NA,NA,NA,"1998"
"4300","KLW017","SPEI",1998-06-16,"KLW",2,64.6,46.1,NA,NA,NA,NA,NA,"1998"
"4301","KLW017","SPEI",1998-06-16,"KLW",3,65.4,46.2,NA,NA,NA,NA,NA,"1998"
"4302","KLW017","SPEI",1998-06-16,"KLW",4,65.4,45.6,NA,NA,NA,NA,NA,"1998"
"4303","KLW018","SPEI",1998-06-07,"KLW",1,69.4,46,NA,NA,NA,NA,NA,"1998"
"4304","KLW018","SPEI",1998-06-07,"KLW",2,68.8,44.3,NA,NA,NA,NA,NA,"1998"
"4305","KLW018","SPEI",1998-06-17,"TLM",3,72.1,45.5,NA,NA,NA,NA,NA,"1998"
"4306","KLW018","SPEI",1998-06-17,"TLM",4,73.9,44.5,NA,NA,NA,NA,NA,"1998"
"4307","KLW026","SPEI",1998-06-08,"KLW",1,67.8,45.9,"Y",0,0,0,1998-06-25,"1998"
"4308","KLW026","SPEI",1998-06-08,"KLW",2,66.7,46.1,"Y",0,0,0,1998-06-25,"1998"
"4309","KLW026","SPEI",1998-06-08,"KLW",3,67.3,45.5,"Y",0,0,0,1998-06-25,"1998"
"4310","KLW026","SPEI",1998-06-08,"KLW",4,66.1,45.4,"Y",0,0,0,1998-06-25,"1998"
"4311","KLW026","SPEI",1998-06-08,"KLW",5,67.1,45.1,"Y",0,0,0,1998-06-25,"1998"
"4312","KLW028","SPEI",1998-06-08,"KLW",1,67.8,45.1,NA,NA,NA,NA,NA,"1998"
"4313","KLW028","SPEI",1998-06-08,"KLW",2,69.2,44,NA,NA,NA,NA,NA,"1998"
"4314","KLW028","SPEI",1998-06-08,"KLW",3,65.9,44.1,NA,NA,NA,NA,NA,"1998"
"4315","KLW028","SPEI",1998-06-08,"KLW",4,68.1,46.4,NA,NA,NA,NA,NA,"1998"
"4316","KLW028","SPEI",1998-06-18,"TLM",5,66.5,43.8,NA,NA,NA,NA,NA,"1998"
"4317","KLW030","SPEI",1998-06-09,"KLW",1,63.8,45,NA,NA,NA,NA,NA,"1998"
"4318","KLW030","SPEI",1998-06-09,"KLW",2,64.6,46.6,NA,NA,NA,NA,NA,"1998"
"4319","KLW030","SPEI",1998-06-09,"KLW",3,65,46.7,NA,NA,NA,NA,NA,"1998"
"4320","KLW030","SPEI",1998-06-09,"KLW",4,64.1,45.8,NA,NA,NA,NA,NA,"1998"
"4321","KLW030","SPEI",1998-06-09,"KLW",5,64.8,46,NA,NA,NA,NA,NA,"1998"
"4322","KLW030","SPEI",1998-06-09,"KLW",6,64.1,45.4,NA,NA,NA,NA,NA,"1998"
"4323","KLW031","SPEI",1998-06-09,"KLW",1,71.4,46.3,NA,NA,NA,NA,NA,"1998"
"4324","KLW031","SPEI",1998-06-09,"KLW",2,70.5,45.6,NA,NA,NA,NA,NA,"1998"
"4325","KLW031","SPEI",1998-06-09,"KLW",3,70.5,46.6,NA,NA,NA,NA,NA,"1998"
"4326","KLW031","SPEI",1998-06-09,"KLW",4,71.7,46.8,NA,NA,NA,NA,NA,"1998"
"4327","KLW032","SPEI",1998-06-10,"KLW",1,74.5,44.6,NA,NA,NA,NA,NA,"1998"
"4328","KLW032","SPEI",1998-06-10,"KLW",2,72.2,44.4,NA,NA,NA,NA,NA,"1998"
"4329","KLW032","SPEI",1998-06-10,"KLW",3,70.4,45,NA,NA,NA,NA,NA,"1998"
"4330","KLW032","SPEI",1998-06-10,"KLW",4,68.7,45.4,NA,NA,NA,NA,NA,"1998"
"4331","KLW032","SPEI",1998-06-10,"KLW",5,67.7,45.2,NA,NA,NA,NA,NA,"1998"
"4332","KLW033","SPEI",1998-06-10,"KLW",1,67,42.4,NA,NA,NA,NA,NA,"1998"
"4333","KLW033","SPEI",1998-06-10,"KLW",2,66.7,43.5,NA,NA,NA,NA,NA,"1998"
"4334","KLW033","SPEI",1998-06-10,"KLW",3,66.9,44.6,NA,NA,NA,NA,NA,"1998"
"4335","KLW033","SPEI",1998-06-10,"KLW",4,65.5,44,NA,NA,NA,NA,NA,"1998"
"4336","KLW034","SPEI",1998-06-10,"KLW",1,70.1,44,NA,NA,NA,NA,NA,"1998"
"4337","KLW034","SPEI",1998-06-10,"KLW",2,72.4,42.8,NA,NA,NA,NA,NA,"1998"
"4338","KLW034","SPEI",1998-06-10,"KLW",3,67.8,43.3,NA,NA,NA,NA,NA,"1998"
"4339","KLW034","SPEI",1998-06-10,"KLW",4,71.9,43.4,NA,NA,NA,NA,NA,"1998"
"4340","KLW034","SPEI",1998-06-10,"KLW",5,68.8,43,NA,NA,NA,NA,NA,"1998"
"4341","KLW035","SPEI",1998-06-10,"KLW",1,65.1,47.6,NA,NA,NA,NA,NA,"1998"
"4342","KLW035","SPEI",1998-06-10,"KLW",2,63.8,47.5,NA,NA,NA,NA,NA,"1998"
"4343","KLW035","SPEI",1998-06-10,"KLW",3,65.5,47.1,NA,NA,NA,NA,NA,"1998"
"4344","KLW035","SPEI",1998-06-10,"KLW",4,66.2,47.2,NA,NA,NA,NA,NA,"1998"
"4345","KLW035","SPEI",1998-06-10,"KLW",5,66.5,44.8,NA,NA,NA,NA,NA,"1998"
"4346","KLW035","SPEI",1998-06-10,"KLW",6,62.7,47.4,NA,NA,NA,NA,NA,"1998"
"4347","KLW037","SPEI",1998-06-11,"KLW",1,73.8,42,NA,NA,NA,NA,NA,"1998"
"4348","KLW037","SPEI",1998-06-11,"KLW",2,73.9,43.9,NA,NA,NA,NA,NA,"1998"
"4349","KLW037","SPEI",1998-06-11,"KLW",3,71.5,44.6,NA,NA,NA,NA,NA,"1998"
"4350","KLW037","SPEI",1998-06-11,"KLW",4,71.8,45,NA,NA,NA,NA,NA,"1998"
"4351","KLW039","SPEI",1998-06-11,"KLW",1,67,41.7,NA,NA,NA,NA,NA,"1998"
"4352","KLW039","SPEI",1998-06-11,"KLW",2,68.6,43.8,NA,NA,NA,NA,NA,"1998"
"4353","KLW039","SPEI",1998-06-11,"KLW",3,68.8,43.6,NA,NA,NA,NA,NA,"1998"
"4354","KLW039","SPEI",1998-06-11,"KLW",4,66.3,43.6,NA,NA,NA,NA,NA,"1998"
"4355","KLW039","SPEI",1998-06-11,"KLW",5,66.3,43.7,NA,NA,NA,NA,NA,"1998"
"4356","KLW041","SPEI",1998-06-13,"KLW",1,65,44.3,NA,NA,NA,NA,NA,"1998"
"4357","KLW041","SPEI",1998-06-13,"KLW",2,65,45,NA,NA,NA,NA,NA,"1998"
"4358","KLW042","SPEI",1998-06-13,"KLW",1,74.5,44.3,NA,NA,NA,NA,NA,"1998"
"4359","KLW042","SPEI",1998-06-13,"KLW",2,69.4,46.6,NA,NA,NA,NA,NA,"1998"
"4360","KLW042","SPEI",1998-06-13,"KLW",3,68,46.7,NA,NA,NA,NA,NA,"1998"
"4361","KLW042","SPEI",1998-06-13,"KLW",4,70.4,46.7,NA,NA,NA,NA,NA,"1998"
"4362","KLW042","SPEI",1998-06-13,"KLW",5,69.7,46.6,NA,NA,NA,NA,NA,"1998"
"4363","KLW043","SPEI",1998-06-13,"KLW",1,66.2,46.4,NA,NA,NA,NA,NA,"1998"
"4364","KLW043","SPEI",1998-06-13,"KLW",2,68.1,45.2,NA,NA,NA,NA,NA,"1998"
"4365","KLW043","SPEI",1998-06-13,"KLW",3,66,45.4,NA,NA,NA,NA,NA,"1998"
"4366","KLW043","SPEI",1998-06-13,"KLW",4,66.1,46.7,NA,NA,NA,NA,NA,"1998"
"4367","KLW043","SPEI",1998-06-13,"KLW",5,67.3,46.7,NA,NA,NA,NA,NA,"1998"
"4368","KLW044","SPEI",1998-06-14,"KLW",1,68.5,43,NA,NA,NA,NA,NA,"1998"
"4369","KLW044","SPEI",1998-06-14,"KLW",2,66.8,43.9,NA,NA,NA,NA,NA,"1998"
"4370","KLW045","SPEI",1998-06-15,"KLW",1,67,45.3,NA,NA,NA,NA,NA,"1998"
"4371","KLW045","SPEI",1998-06-15,"KLW",2,63.2,43.8,NA,NA,NA,NA,NA,"1998"
"4372","KLW045","SPEI",1998-06-15,"KLW",3,67,45.6,NA,NA,NA,NA,NA,"1998"
"4373","KLW045","SPEI",1998-06-15,"KLW",4,67.2,44.3,NA,NA,NA,NA,NA,"1998"
"4374","KLW045","SPEI",1998-06-15,"KLW",5,65.4,44.8,NA,NA,NA,NA,NA,"1998"
"4375","KLW049","SPEI",1998-06-17,"KLW",1,71.3,45.1,NA,NA,NA,NA,NA,"1998"
"4376","KLW049","SPEI",1998-06-17,"KLW",2,73.5,44.7,NA,NA,NA,NA,NA,"1998"
"4377","KLW052","SPEI",1998-06-25,"TLM",1,68,43.9,NA,NA,NA,NA,NA,"1998"
"4378","KLW052","SPEI",1998-06-25,"TLM",2,69.2,44.3,NA,NA,NA,NA,NA,"1998"
"4379","KLW052","SPEI",1998-06-25,"TLM",3,66.4,44.7,NA,NA,NA,NA,NA,"1998"
"4380","KLW052","SPEI",1998-06-25,"TLM",4,66.9,44.3,NA,NA,NA,NA,NA,"1998"
"4381","KLW052","SPEI",1998-06-25,"TLM",5,64.2,44.4,NA,NA,NA,NA,NA,"1998"
"4382","KLW052","SPEI",1998-06-25,"TLM",6,67.9,44.6,NA,NA,NA,NA,NA,"1998"
"4383","RMA001","SPEI",1998-06-20,"TLM",1,69.5,45.4,NA,NA,NA,NA,NA,"1998"
"4384","RMA001","SPEI",1998-06-20,"TLM",2,67.5,44.1,NA,NA,NA,NA,NA,"1998"
"4385","RMA001","SPEI",1998-06-20,"TLM",3,67.8,45.2,NA,NA,NA,NA,NA,"1998"
"4386","RMA001","SPEI",1998-06-20,"TLM",4,67.3,44.8,NA,NA,NA,NA,NA,"1998"
"4387","RMA001","SPEI",1998-06-20,"TLM",5,67.6,44.7,NA,NA,NA,NA,NA,"1998"
"4388","TLM015","SPEI",1998-05-29,"TLM",1,67.8,44.6,NA,NA,NA,NA,NA,"1998"
"4389","TLM015","SPEI",1998-05-29,"TLM",2,68.2,45.6,NA,NA,NA,NA,NA,"1998"
"4390","TLM015","SPEI",1998-05-29,"TLM",3,67.3,46.7,NA,NA,NA,NA,NA,"1998"
"4391","TLM015","SPEI",1998-05-29,"TLM",4,68.7,45.7,NA,NA,NA,NA,NA,"1998"
"4392","TLM015","SPEI",1998-06-08,"TLM",5,68.4,45.1,NA,NA,NA,NA,NA,"1998"
"4393","TLM020","SPEI",1998-05-30,"TLM",1,68.1,43.2,NA,NA,NA,NA,NA,"1998"
"4394","TLM020","SPEI",1998-05-30,"TLM",2,69.3,44,NA,NA,NA,NA,NA,"1998"
"4395","TLM020","SPEI",1998-05-30,"TLM",3,69.4,43.8,NA,NA,NA,NA,NA,"1998"
"4396","TLM020","SPEI",1998-05-30,"TLM",4,68,44.1,NA,NA,NA,NA,NA,"1998"
"4397","TLM020","SPEI",1998-05-30,"TLM",5,69.7,43.4,NA,NA,NA,NA,NA,"1998"
"4398","TLM021","SPEI",1998-05-31,"TLM",1,67.3,44.8,NA,NA,NA,NA,NA,"1998"
"4399","TLM021","SPEI",1998-05-31,"TLM",2,66.3,44.5,NA,NA,NA,NA,NA,"1998"
"4400","TLM021","SPEI",1998-05-31,"TLM",3,67.3,44.5,NA,NA,NA,NA,NA,"1998"
"4401","TLM021","SPEI",1998-05-31,"TLM",4,68.1,43.2,NA,NA,NA,NA,NA,"1998"
"4402","TLM021","SPEI",1998-05-31,"TLM",5,68.1,44,NA,NA,NA,NA,NA,"1998"
"4403","TLM026","SPEI",1998-06-01,"TLM",1,64.4,45.4,NA,NA,NA,NA,NA,"1998"
"4404","TLM026","SPEI",1998-06-01,"TLM",2,69.2,45,NA,NA,NA,NA,NA,"1998"
"4405","TLM026","SPEI",1998-06-01,"TLM",3,64.5,43.9,NA,NA,NA,NA,NA,"1998"
"4406","TLM026","SPEI",1998-06-01,"TLM",4,64.5,43.9,NA,NA,NA,NA,NA,"1998"
"4407","TLM026","SPEI",1998-06-01,"TLM",5,64.3,45,NA,NA,NA,NA,NA,"1998"
"4408","TLM026","SPEI",1998-06-11,"TLM",6,64.7,44.1,NA,NA,NA,NA,NA,"1998"
"4409","TLM027","SPEI",1998-06-01,"TLM",1,67.7,45.2,NA,NA,NA,NA,NA,"1998"
"4410","TLM027","SPEI",1998-06-01,"TLM",2,66.2,45.9,NA,NA,NA,NA,NA,"1998"
"4411","TLM027","SPEI",1998-06-01,"TLM",3,66.1,45.1,NA,NA,NA,NA,NA,"1998"
"4412","TLM027","SPEI",1998-06-01,"TLM",4,64.9,46.1,NA,NA,NA,NA,NA,"1998"
"4413","TLM027","SPEI",1998-06-01,"TLM",5,67.6,45.8,NA,NA,NA,NA,NA,"1998"
"4414","TLM029","SPEI",1998-06-01,"TLM",1,67,42.7,NA,NA,NA,NA,NA,"1998"
"4415","TLM029","SPEI",1998-06-01,"TLM",2,70.4,43.4,NA,NA,NA,NA,NA,"1998"
"4416","TLM029","SPEI",1998-06-01,"TLM",3,69.1,44,NA,NA,NA,NA,NA,"1998"
"4417","TLM029","SPEI",1998-06-11,"TLM",4,68.3,43.7,NA,NA,NA,NA,NA,"1998"
"4418","TLM030","SPEI",1998-06-01,"TLM",1,65.1,45.9,NA,NA,NA,NA,NA,"1998"
"4419","TLM030","SPEI",1998-06-01,"TLM",2,68,46.1,NA,NA,NA,NA,NA,"1998"
"4420","TLM030","SPEI",1998-06-01,"TLM",3,66.1,45.7,NA,NA,NA,NA,NA,"1998"
